,fafb_x,fafb_y,fafb_z,cns_x,cns_y,cns_z
30,682.5044247855785,237.2420685210211,91.42197545274172,551.3944819506756,202.480563378466,180.2167706312624
31,362.1705546111468,227.1216303149608,125.78746344810216,227.1263474734592,211.7209634796516,187.145609644998
32,276.2612593177829,150.9711280560073,214.8706558105937,145.39055447236885,118.63460514316212,266.81265991140475
33,770.6711879823413,161.62725104029914,170.0255875146111,630.2915502583907,107.19410977978956,266.81265991140475
34,732.1915924796745,346.86848480108057,206.02323841184403,581.4494354378386,350.96466483011267,303.5102488846845
35,845.1908669975567,277.80321296979025,209.2717185359733,723.1650408107153,260.37877296511647,294.7885259686075
36,266.9847045780061,308.7742395299267,262.7091338002682,120.778958023906,336.5020690367878,334.8742616456545
37,699.4734793378777,150.0549366140001,159.9346752290602,549.6835252138906,107.2466424787436,243.7273510647078
38,677.9748789968955,149.89694009962142,82.22775955013438,535.6029155358935,100.2063376397451,171.08020550729327
39,637.3370311485719,155.40137794238638,45.93218681930778,508.3217342847744,126.60748078598948,131.34648507219572
40,662.619093773035,251.89150328378557,44.177395679198845,532.9628012212692,207.1309673820348,136.2746984594939
41,383.3993970720181,232.16501075381933,77.0524615458824,251.11951916308416,219.8906837933669,140.48584089563187
42,419.92930762790206,92.4682428233008,163.79728599117226,279.2807385190781,51.80340576227784,235.66196193784128
43,726.375031623936,183.38794360470396,194.5293754227357,585.2194209509291,141.87849683358067,283.6037430095401
44,298.76956959682354,162.28858838296287,224.8079773020148,157.84511016276306,138.11760289864435,286.16798887426893
45,299.5168671686186,372.8964764829647,212.3100805000153,168.1020936216791,411.2097874922836,293.43335215766774
46,433.2024956915729,221.55789793235567,40.88123910413668,289.4763978855183,211.36955976773757,114.36351593742624
47,516.6176957087149,231.92604889784263,52.162789109776405,370.6775169352698,210.47207371508284,129.32161681501208
48,444.85298080650296,195.25316309713213,44.24328992571285,306.57137031704497,178.24805068165557,117.35513611294344
49,474.2054209614415,337.06278755417463,71.57185276729639,352.72779588216684,339.4109032798712,143.8523433818097
50,564.2742218299569,344.8633023090566,56.71894719560568,421.5350599190616,338.0860429164292,157.10094701624286
51,522.7428285778938,354.2717033972812,125.93029214283074,392.0462324746781,362.9164903732219,199.83837809505945
52,555.4763541719625,285.49680202497063,79.2501803763331,417.26131681118,265.98799668646654,156.24619839466655
53,622.5625203457255,265.9706863017605,52.918075011890586,488.20545240201545,228.8919065100549,131.0311140581648
54,668.6137723576732,289.83477361388384,79.32898398323675,535.6440008995019,261.7569910096644,166.93055616437073
55,596.9273839089112,324.6715685654468,76.04385024481738,464.2724909978781,310.39218757735654,167.3579304751589
56,350.3507526720788,244.32641274907627,149.92343821529076,212.9763962544365,232.26816356528025,222.06184225604403
57,343.44893818973395,338.60157464221305,227.55625315962587,205.28365866024956,361.9335294584107,312.6651961431352
58,504.9696953371275,144.2763832895186,161.66108229390855,362.5574050302946,126.36480935197348,236.1651945120536
59,559.0575537604718,149.45710708759285,156.55172715442131,410.4233278385692,122.30475339948684,237.8746917552063
60,531.1552159324797,171.13357632464462,164.51679931663983,387.3451150560082,146.10950251038696,251.1232953896394
61,544.6990804980667,129.1118261423451,63.25220065562438,405.3245253848264,103.57200543450811,133.48335662613653
62,500.82150708608026,126.56900125460596,66.75166247757123,365.4817512492816,105.71633569862166,127.50102755158817
63,618.8560984648916,228.59694097327832,23.059458500757675,474.3498554273342,190.59933281744895,99.59663019814757
64,561.1747671619117,272.3614699744987,22.49131200126052,424.7744353759071,237.0549204001222,102.58825037366464
65,545.2745291581595,234.87409730106404,37.35515247759183,417.22659562907984,203.83126161803423,123.95696591307292
66,608.3306018695944,211.78900010387716,30.053426249417555,463.5744679109061,168.77810008118672,106.86199348154622
67,617.0843131802562,220.7141694318475,71.7981694659961,487.0425103998434,174.37968919569482,142.68445843983653
68,607.9616073942899,176.9960274045906,51.98136611270004,470.064478265542,151.74600646272552,124.1657999979335
